address_norm,address_raw,provider_name,clinic_name,confidence,evidence,provider_row_index,clinic_row_index
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States",Dr. Russell Baker,University Medical Center of El Paso,0.65,No website; linked to main UMC El Paso as primary clinic at this address group,430,108.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States",Dr. Remi Trien,University Medical Center of El Paso,0.65,No website; linked to main UMC El Paso as primary clinic at this address group,434,108.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Shawnna L. Kifer, MD",University Medical Center of El Paso,0.82,Provider phone (915-545-7333) aligns with UMC El Paso main; website is umcelpaso.org,1144,108.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States",Sebesta Sean MD,University Medical Center of El Paso,0.82,Provider phone (915-545-7333) aligns with UMC El Paso main; website is umcelpaso.org,1145,108.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Michael C. Smith, MD",University Medical Center of El Paso,0.75,Provider phone is a UMC-associated number; best match is UMC El Paso main facility,1149,108.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Cesar A. Dias, MD",University Medical Center of El Paso,0.82,Provider phone (915-545-7333) aligns with UMC El Paso main; website is umcelpaso.org,1153,108.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Stephen W. Borron, MD",University Medical Center of El Paso,0.82,Provider phone (915-545-7333) aligns with UMC El Paso main; website is umcelpaso.org,1157,108.0
4824 ALBERTA AVE EL PASO TX 79905,"4824 Alberta Ave, El Paso, TX 79905, United States","Dr. Angela S. Jones-Allen, MD",UMC - Employee Clinic,0.82,Provider phone matches UMC - Employee Clinic phone number (915) 521-7866.,1155,312.0
4875 MAXWELL AVE EL PASO TX 79904,"4875 Maxwell Ave, El Paso, TX 79904, United States",Dr. Oscar Noriega,Project Vida - Northeast Health Center,0.64,"At this address, Project Vida - Northeast Health Center is the most specific/established facility; 'Northeast Family Practice' appears more generic and has an out-of-area phone number.",383,362.0
494 N KENAZO AVE STE I HORIZON CITY TX 79928,"494 N Kenazo Ave Suite I, Horizon City, TX 79928, United States",Diana Escobedo,St. Andrew's Family Medicine Clinic,0.97,Provider profile is hosted on the clinic website and shares the same phone number as the clinic.,918,883.0
500 PEYTON HILLS DR STE A EL PASO TX 79928,"500 Peyton Hills Dr Suite A, El Paso, TX 79928, United States","Jose A Marin, MD, PA",Transmountain Primary Care,0.92,Same phone number and shared tmprimarycare.com domain indicating provider practices at Transmountain Primary Care.,913,770.0
5001 N PIEDRAS ST EL PASO TX 79930,"5001 N Piedras St, El Paso, TX 79930, United States","Dr. Tomas H. Aguilar, MD",El Paso VA Medical Center,0.9,Provider phone shares VA medical center exchange/prefix and same address group as El Paso VA Medical Center.,950,350.0
5001 N PIEDRAS ST EL PASO TX 79930,"5001 N Piedras St, El Paso, TX 79930, United States","Dr. Eliza B. San Roman, DO",El Paso VA Medical Center,0.9,Provider phone shares VA medical center exchange/prefix and same address group as El Paso VA Medical Center.,952,350.0
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Molina Melissa A MD,,0.95,No clinic/facility record provided for this address group,533,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Pomales Oscar,,0.95,No clinic/facility record provided for this address group,767,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Benjamin Robert MD,,0.95,No clinic/facility record provided for this address group,773,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States","Dr. Azadeh Zarani, MD",,0.95,No clinic/facility record provided for this address group,774,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States","Dr. Joseph R. Hsu, MD",,0.95,No clinic/facility record provided for this address group,775,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Gomez Lorena MD,,0.95,No clinic/facility record provided for this address group,776,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States","Dr. Jason B. Andres, DO",,0.95,No clinic/facility record provided for this address group,777,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Howze Sheri L MD,,0.95,No clinic/facility record provided for this address group,778,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Simcic Kenneth MD,,0.95,No clinic/facility record provided for this address group,780,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Hamilton Cynthia K DO,,0.95,No clinic/facility record provided for this address group,781,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Lagarza Albert D MD,,0.95,No clinic/facility record provided for this address group,782,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Dehqanzada Zia A MD,,0.95,No clinic/facility record provided for this address group,783,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States","Dr. David M. Chatwin, MD",,0.95,No clinic/facility record provided for this address group,784,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States","Dr. William A. Cooper, DO",,0.95,No clinic/facility record provided for this address group,785,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Dr. Joshua Simmons,,0.95,No clinic/facility record provided for this address group,786,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Owens Brett D MD,,0.95,No clinic/facility record provided for this address group,789,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States","Dr. Alice M. Anaya, MD",,0.95,No clinic/facility record provided for this address group,790,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States","Dr. Megan Childs, MD",,0.95,No clinic/facility record provided for this address group,791,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States","Dr. Ferdinand K. Bacomo, DO",,0.95,No clinic/facility record provided for this address group,795,
5005 N PIEDRAS ST EL PASO TX 79930,"5005 N Piedras St, El Paso, TX 79930, United States","Dr. Nicholas Boe, MD",,0.25,No clinic/facility record provided in this address group to link the provider to.,953,
5005 N PIEDRAS ST EL PASO TX 79930,"5005 N Piedras St, El Paso, TX 79930, United States","Dr. Mario G. Gonzalez, MD",,0.25,No clinic/facility record provided in this address group to link the provider to.,954,
501 N YARBROUGH DR STE B EL PASO TX 79915,"501 N Yarbrough Dr Ste B, El Paso, TX 79915, United States","Mauricio Ernesto Jimenez, MD",WellMed at Lower Valley,0.93,Same phone number and WellMed directory; clinic record is the only facility at this address.,505,471.0
501 N YARBROUGH DR STE B EL PASO TX 79915,"501 N Yarbrough Dr Ste B, El Paso, TX 79915, United States","Danny Danise Anchondo, MD",WellMed at Lower Valley,0.93,Same phone number and WellMed directory; clinic record is the only facility at this address.,737,471.0
501 N YARBROUGH DR STE B EL PASO TX 79915,"501 N Yarbrough Dr Ste B, El Paso, TX 79915, United States","Albert Christopher Torres, NP",WellMed at Lower Valley,0.93,Same phone number and WellMed directory; clinic record is the only facility at this address.,747,471.0
5055 MCNUTT RD SANTA TERESA NM 88008,"5055 McNutt Rd, Santa Teresa, NM 88008, United States",Tamra Varela,Santa Teresa Medical Center,0.9,Provider record shares the same address group and identical phone number as Santa Teresa Medical Center.,1431,966.0
510 E LISA DR CHAPARRAL NM 88081,"510 E Lisa Dr, Chaparral, NM 88081, United States","Marissa D. Romero, CFNP",La Clinica De Familia - Chaparral Medical,0.93,Same address group and shared phone number; clinic record represents the facility.,1448,1444.0
510 E LISA DR CHAPARRAL NM 88081,"510 E Lisa Dr, Chaparral, NM 88081, United States","Dr. Gaston A. Berrios, MD",La Clinica De Familia - Chaparral Medical,0.93,Same address group and shared phone number; clinic record represents the facility.,1451,1444.0
5100 E PAISANO DR EL PASO TX 79905,"5100 E Paisano Dr, El Paso, TX 79905, United States","Katherine C Genrich, MD",WellMed at Paisano,0.96,Same phone number and WellMed domain; clinic record is the WellMed Paisano location.,416,398.0
5100 E PAISANO DR EL PASO TX 79905,"5100 E Paisano Dr, El Paso, TX 79905, United States","Christina Avila, MD",WellMed at Paisano,0.96,Same phone number and WellMed domain; clinic record is the WellMed Paisano location.,419,398.0
5100 E PAISANO DR EL PASO TX 79905,"5100 E Paisano Dr, El Paso, TX 79905, United States","Krystal Rodriguez, NP",WellMed at Paisano,0.96,Same phone number and WellMed domain; clinic record is the WellMed Paisano location.,1143,398.0
5100 E PAISANO DR EL PASO TX 79905,"5100 E Paisano Dr, El Paso, TX 79905, United States","Yadira Ivonne Cabrera, NP",WellMed at Paisano,0.96,Same phone number and WellMed domain; clinic record is the WellMed Paisano location.,1146,398.0
5160 EL PASO DR EL PASO TX 79905,"5160 El Paso Dr, El Paso, TX 79905, United States",Dr. Lorena Gomez,WellMed at El Paso Drive,0.93,Same address group and identical phone number as the WellMed clinic location.,417,223.0
5160 EL PASO DR EL PASO TX 79905,"5160 El Paso Dr, El Paso, TX 79905, United States",Dr. Sonia Alvarez,WellMed at El Paso Drive,0.93,Same address group and identical phone number as the WellMed clinic location.,420,223.0
5290 MCNUTT RD STE 109 STE 109 SANTA TERESA NM 88008,"5290 McNutt Rd Suite 109 Suite 109, Santa Teresa, NM 88008, United States","Richard E. Larsen, PA",Country Club Medical Clinic,0.93,"Shares same phone number and website domain as the clinic record, suggesting affiliation with Country Club Medical Clinic.",1419,965.0
5290 MCNUTT RD STE 109 STE 109 SANTA TERESA NM 88008,"5290 McNutt Rd Suite 109 Suite 109, Santa Teresa, NM 88008, United States","Dr. Dorothy F. Gault-Mcnemee, MD",Country Club Medical Clinic,0.9,"Shares the same phone number as the clinic record at this address, indicating practice at/with Country Club Medical Clinic.",1436,965.0
5340 EL PASO DR A EL PASO TX 79905,"5340 El Paso Dr # A, El Paso, TX 79905, United States","Kaufman Robert M, Paisano Medical Center",Paisano Medical Center,0.95,Record explicitly associates Kaufman Robert M with Paisano Medical Center and shares the same phone number.,424,107.0
5400 ALAMEDA AVE STE A EL PASO TX 79905,"5400 Alameda Ave Suite A, El Paso, TX 79905, United States","Daniela Pino, MD",UMC Healthcare Partners Obstetrics and Gynecology Alameda,0.95,Provider listed with same phone and same OB/GYN clinic Alameda webpage as the clinic record,427,406.0
5400 ALAMEDA AVE STE A EL PASO TX 79905,"5400 Alameda Ave Suite A, El Paso, TX 79905, United States","Antonio Romo de Vivar Chavez, MD",UMC Healthcare Partners Obstetrics and Gynecology Alameda,0.95,Provider listed with same phone and same OB/GYN clinic Alameda webpage as the clinic record,432,406.0
5401 MONTANA AVE B EL PASO TX 79903,"5401 Montana Ave B, El Paso, TX 79903, United States","Marilyn Julian, MD",Village Medical at Walgreens - Timber Wolf,0.88,Shares same address group and phone number with the Village Medical at Walgreens location,305,294.0
5401 MONTANA AVE B EL PASO TX 79903,"5401 Montana Ave B, El Paso, TX 79903, United States","Jose-Ruben Ayala, MD",Village Medical at Walgreens - Timber Wolf,0.95,Village Medical provider profile and same address group; likely practices at this Village Medical location,325,294.0
5401 MONTANA AVE B EL PASO TX 79903,"5401 Montana Ave B, El Paso, TX 79903, United States","Humberto Saenz, MD",Village Medical at Walgreens - Timber Wolf,0.8,Village Medical provider profile and same address group; no matching phone but best fit is the only clinic listed,326,294.0
545 S COUNTY LINE DR CHAPARRAL NM 88081,"545 S County Line Dr, Chaparral, NM 88081, United States","Dr. Kyong Y. Ko, MD",County Line Medical Services,0.83,Only one clinic/facility record at this address; provider likely practices there,1447,1446.0
550 S MESA HILLS DR C-3 EL PASO TX 79912,"550 S Mesa Hills Dr C-3, El Paso, TX 79912, United States","Luis Guerra, MD",Village Medical - South Mesa Hills,0.96,Provider profile is on Village Medical and shares the same phone/address group as the Village Medical - South Mesa Hills location,528,97.0
550 S MESA HILLS DR C-3 EL PASO TX 79912,"550 S Mesa Hills Dr C-3, El Paso, TX 79912, United States","Alejandro Ovalle, MD",Village Medical - South Mesa Hills,0.96,Provider profile is on Village Medical and shares the same phone/address group as the Village Medical - South Mesa Hills location,630,97.0
550 S MESA HILLS DR STE C-2 EL PASO TX 79912,"550 S Mesa Hills Dr suite C-2, El Paso, TX 79912, United States",Escandon C Georgina MD,"myWELLNESS -- Dr Douglas Payne, MD & Dr CG Escandon, MD",0.88,"Clinic record explicitly mentions Dr CG Escandon, MD as part of myWELLNESS",631,644.0
550 S MESA HILLS DR STE E-1 EL PASO TX 79912,"550 S Mesa Hills Dr Suite E-1, El Paso, TX 79912, United States","Jose Zamudio, MD",Advanced Center for Women's Health at Providence,0.83,Provider profile is on Providence Medical Partners site and shares the same phone/address group as the Providence women's health clinic.,643,660.0
600 4TH ST NE FABENS TX 79838,"600 4th St NE, Fabens, TX 79838, United States","Dr. Marco Diaz, MD",,0.25,Multiple clinics share the same address and no record-level evidence ties Dr. Marco Diaz to either specific clinic.,1383,
600 ANTHONY DR ANTHONY NM 88021,"600 Anthony Dr, Anthony, NM 88021, United States","Dr. Oscar A. Castrejon, MD",Anthony Medical Clinic,0.63,All records share the same phone/address; 'Anthony Medical Clinic' is the most general facility at this location.,1375,1314.0
600 ANTHONY DR ANTHONY NM 88021,"600 Anthony Dr, Anthony, NM 88021, United States",Imuro George P MD,Anthony Medical Clinic,0.63,Same phone/address; 'Anthony Medical Clinic' appears to be the primary clinic entity at the location.,1376,1314.0
6000 NORTHERN PASS DR STE B EL PASO TX 79912,"6000 Northern Pass Dr Suite B, El Paso, TX 79912, United States","Dr. Naima Khamsi, MD",Her Health OB/GYN & Fertility Center,0.96,Same address group and identical phone number suggests Dr. Khamsi practices at Her Health OB/GYN & Fertility Center,557,572.0
6024 AZTEC RD EL PASO TX 79925,"6024 Aztec Rd, El Paso, TX 79925, United States",Carlos M Remirez,R E Medical Associates,0.88,"Provider and clinic share the same address group and identical phone number, indicating affiliation.",554,401.0
6065 MONTANA AVE C10 EL PASO TX 79925,"6065 Montana Ave # C10, El Paso, TX 79925, United States","Dr. Gabriela Hunko, MD",Montana Physicians Clinic,0.97,Provider shares the same phone number as Montana Physicians Clinic at this address,457,324.0
615 N ZARAGOZA RD STE 86 EL PASO TX 79907,"615 N Zaragoza Rd Ste 86, El Paso, TX 79907, United States","Sarah Ann Sepulveda, MD",WellMed at Zaragoza,0.95,Same phone number and both are WellMed pages for the same address group; clinic record is the only facility listed.,509,473.0
615 N ZARAGOZA RD STE 86 EL PASO TX 79907,"615 N Zaragoza Rd Ste 86, El Paso, TX 79907, United States","Angela Sharon Jones-Allen, MD",WellMed at Zaragoza,0.95,Same phone number and both are WellMed pages for the same address group; clinic record is the only facility listed.,510,473.0
6151 DEW DR 410 EL PASO TX 79912,"6151 Dew Dr # 410, El Paso, TX 79912, United States","Dr. Victor M. Villalobos, MD",Mt. West Family Health Center,0.92,Provider shares the same phone number as Mt. West Family Health Center at this address.,632,225.0
6320 GTWY BLVD E EL PASO TX 79905,"6320 Gtwy Blvd E, El Paso, TX 79905, United States","Dr. Rohitkumar S. Patel, MD",Concentra Urgent Care,0.93,Provider shares the same phone number and address group with Concentra Urgent Care.,423,273.0
6600 N DESERT BLVD EL PASO TX 79912,"6600 N Desert Blvd, El Paso, TX 79912, United States","Rolando Lindo Jr., MD",UMC - West Clinic,0.86,Provider shares phone and UMC site; best match is the specific UMC West location page,550,650.0
6600 N DESERT BLVD EL PASO TX 79912,"6600 N Desert Blvd, El Paso, TX 79912, United States","Jesus Alonzo, MD",UMC - West Clinic,0.86,Provider shares phone and UMC site; best match is the specific UMC West location page,555,650.0
6600 N DESERT BLVD EL PASO TX 79912,"6600 N Desert Blvd, El Paso, TX 79912, United States","Tanaya Nayak, MD",UMC - West Clinic,0.86,Provider shares phone and UMC site; best match is the specific UMC West location page,592,650.0
6600 N DESERT BLVD EL PASO TX 79912,"6600 N Desert Blvd, El Paso, TX 79912, United States","Iris Tomas, MD",UMC - West Clinic,0.86,Provider shares phone and UMC site; best match is the specific UMC West location page,603,650.0
6600 N DESERT BLVD EL PASO TX 79912,"6600 N Desert Blvd, El Paso, TX 79912, United States","Jose Luis Aguirre, MD",UMC - West Clinic,0.86,Provider shares phone and UMC site; best match is the specific UMC West location page,604,650.0
6974 GTWY BLVD E F EL PASO TX 79915,"6974 Gtwy Blvd E F, El Paso, TX 79915, United States",Dr. Rafael Armendariz,Salud Y Vida,0.92,Same phone number and same domain/website branding (saludyvidapa.com) indicate Dr. Rafael Armendariz practices at Salud Y Vida.,553,712.0
700 S OCHOA ST EL PASO TX 79901,"700 S Ochoa St, El Paso, TX 79901, United States",Dr. Juan Loya,"Centro De Salud Familiar La Fe, Inc.",0.7,"Same address group; no other clinic clearly identified, so default to the only clinic record",41,0.0
700 S OCHOA ST EL PASO TX 79901,"700 S Ochoa St, El Paso, TX 79901, United States",Delilah Work,"Centro De Salud Familiar La Fe, Inc.",0.55,"Same address group; no other clinic listed, so likely associated with Centro De Salud Familiar La Fe",47,0.0
700 S OCHOA ST EL PASO TX 79901,"700 S Ochoa St, El Paso, TX 79901, United States","Dr. Ana M. Meza, MD","Centro De Salud Familiar La Fe, Inc.",0.95,Shares the same phone number (915) 545-4550 as Centro De Salud Familiar La Fe,104,0.0
700 S OCHOA ST EL PASO TX 79901,"700 S Ochoa St, El Paso, TX 79901, United States",Central De Salud Familiar La: Sheikh Shazia F MD,"Centro De Salud Familiar La Fe, Inc.",0.98,Record explicitly references 'Central/Centro De Salud Familiar La Fe' and shares phone (915) 545-4550,1099,0.0
700 S OCHOA ST EL PASO TX 79901,"700 S Ochoa St, El Paso, TX 79901, United States","Laura Marquez, NP","Centro De Salud Familiar La Fe, Inc.",0.6,"Same address group; no separate clinic record for WellMed at this address, so most likely tied to the only clinic listed",1111,0.0
7100 WESTWIND DR STE 120 EL PASO TX 79912,"7100 Westwind Dr STE 120, El Paso, TX 79912, United States","Ana Arroyave, MD",The Healing Space Family and Integrative Medicine,0.95,Same phone number (915) 249-4676 and same domain healingspaceep.com as the clinic,593,642.0
7100 WESTWIND DR STE 120 EL PASO TX 79912,"7100 Westwind Dr STE 120, El Paso, TX 79912, United States",Dr. Jose Loaiza,The Healing Space Family and Integrative Medicine,0.55,Only one clear clinic record at this address; provider record lacks other affiliation details,639,642.0
7200 GTWY BLVD E STE B EL PASO TX 79915,"7200 Gtwy Blvd E ste b, El Paso, TX 79915, United States",Da Vita Cielo Vita Dialysis: Fox Melvin MD,DaVita Cielo Vista Dialysis,0.9,Provider record is labeled as associated with 'Da Vita Cielo Vista Dialysis' at the same address,447,171.0
721 S OCHOA ST EL PASO TX 79901,"721 S Ochoa St, El Paso, TX 79901, United States",Dr. Jesus Lozano,La Fe Centro De Salud Familiar: Bausas Wilma MD,0.6,Only clear clinic entity at this address is La Fe Centro De Salud Familiar; provider record lacks separate clinic name,85,15.0
721 S OCHOA ST EL PASO TX 79901,"721 S Ochoa St, El Paso, TX 79901, United States",Dr. Amador Loya,La Fe Centro De Salud Familiar: Bausas Wilma MD,0.6,Only clear clinic entity at this address is La Fe Centro De Salud Familiar; provider record lacks separate clinic name,87,15.0
721 S OCHOA ST EL PASO TX 79901,"721 S Ochoa St, El Paso, TX 79901, United States",Dr. Rene Rosas,La Fe Centro De Salud Familiar: Bausas Wilma MD,0.6,Only clear clinic entity at this address is La Fe Centro De Salud Familiar; provider record lacks separate clinic name,1081,15.0
7362 REMCON CIR EL PASO TX 79912,"7362 Remcon Cir, El Paso, TX 79912, United States",Dr. Abioye Growtherapy Psychiatric Services,Tri-crowns Holistic Healthcare,0.45,"Only one clear clinic entity at this address group; provider record appears separate (Grow Therapy), so linkage is tentative.",670,625.0
7420 REMCON CIR EL PASO TX 79912,"7420 Remcon Cir, El Paso, TX 79912, United States",Dr. Christopher Olivares,Rio Grande Urology,0.97,Provider page is on rgu.us.com and shares the same phone number as Rio Grande Urology.,682,613.0
7430 REMCON CIR A EL PASO TX 79912,"7430 Remcon Cir # A, El Paso, TX 79912, United States",Owens Brenda,,0.4,Both records reference WellMed website/phone but no explicit clinic/facility record is provided in this address group,668,
7430 REMCON CIR A EL PASO TX 79912,"7430 Remcon Cir # A, El Paso, TX 79912, United States",Fisher Carla K,,0.4,Both records reference WellMed website/phone but no explicit clinic/facility record is provided in this address group,676,
7430 REMCON CIR BLDG A EL PASO TX 79912,"7430 Remcon Cir Bldg A, El Paso, TX 79912, United States","Liliana Zuniga, MD",WellMed at Remcon,0.9,All records share the same address; provider profile is on WellMed site and clinic is the WellMed location at that address.,677,369.0
7430 REMCON CIR BLDG A EL PASO TX 79912,"7430 Remcon Cir Bldg A, El Paso, TX 79912, United States","Daniel Polanco, MD",WellMed at Remcon,0.92,Provider phone matches clinic phone (915-584-0051) and both are WellMed profiles at the same address.,686,369.0
7450 REMCON CIR EL PASO TX 79912,"7450 Remcon Cir, El Paso, TX 79912, United States",Dr. Michael Gutierrez M.D.,"El Paso Cardiology Associates, P.A. - West",0.93,Provider profile is on elpasocardio.com and shares the same phone as El Paso Cardiology Associates - West,685,648.0
7450 REMCON CIR EL PASO TX 79912,"7450 Remcon Cir, El Paso, TX 79912, United States",Dr. Michael J. DeLuca MD,"El Paso Cardiology Associates, P.A. - West",0.93,Provider profile is on elpasocardio.com and shares the same phone as El Paso Cardiology Associates - West,687,648.0
755 S TELSHOR BLVD S101 LAS CRUCES NM 88011,"755 S Telshor Blvd s101, Las Cruces, NM 88011, United States","Dr. Osvaldo R. De La Vega, MD","New Mexico Kidney Care - Dr.'s De La Vega, Perez-Ledezma, & Pinal",0.67,"Provider name (Dr. Osvaldo R. De La Vega) appears in the clinic listing 'Dr.'s De La Vega, Perez-Ledezma, & Pinal', suggesting affiliation at this address.",1325,1299.0
7812 GTWY BLVD E 200 EL PASO TX 79915,"7812 Gtwy Blvd E # 200, El Paso, TX 79915, United States","Dr. Jeanette S. Tan, MD",Specialty Clinics of El Paso,0.9,Same address group and shared phone number (915) 592-6868 indicates provider practices at the clinic,878,716.0
7812 GTWY BLVD E 230 EL PASO TX 79915,"7812 Gtwy Blvd E # 230, El Paso, TX 79915, United States","Dr. Eduardo Dejesus-Perdomo, MD",Valley Medical Clinic,0.9,Same address group and same phone number; only one clinic entity listed (Valley Medical Clinic).,730,450.0
7812 GTWY BLVD E 230 EL PASO TX 79915,"7812 Gtwy Blvd E # 230, El Paso, TX 79915, United States","Dr. Manuel J. Palafox, DO",Valley Medical Clinic,0.9,Same address group and same phone number; only one clinic entity listed (Valley Medical Clinic).,732,450.0
7812 GTWY BLVD E EL PASO TX 79915,"7812 Gtwy Blvd E, El Paso, TX 79915, United States","Dr. Kenyon R. Behrens, DO",,0.2,No clinic/facility record provided for this address group; cannot reliably assign.,739,
7812 GTWY BLVD E EL PASO TX 79915,"7812 Gtwy Blvd E, El Paso, TX 79915, United States","Dr. Cesar R. Calianga, MD",,0.2,No clinic/facility record provided for this address group; cannot reliably assign.,743,
7878 GTWY BLVD E STE 402 EL PASO TX 79915,"7878 Gtwy Blvd E Suite 402, El Paso, TX 79915, United States","Kendrick Thomas, MD","West Texas Pain Institute: Raul Lopez, MD",0.87,"Provider record uses the same West Texas Pain Institute website domain, indicating affiliation with the clinic.",733,731.0
7888 GTWY BLVD E EL PASO TX 79915,"7888 Gtwy Blvd E, El Paso, TX 79915, United States","Dr. Pablo Casares, MD",Best Physician Group,0.92,"Provider shares the same phone number (915-300-3484) with Best Physician Group, indicating affiliation.",1072,719.0
7920 DONIPHAN DR VINTON TX 79821,"7920 Doniphan Dr, Vinton, TX 79821, United States",Vinton Medical Clinic: Reding Perry MD,"Vinton Health Clinic, Llc",0.67,"Provider listing uses 'Vinton Medical Clinic', which most closely aligns with the clinic entity named 'Vinton Health Clinic, LLC' rather than 'Vinton Medical Center'",1371,1356.0
8045 N LOOP DR STE A EL PASO TX 79915,"8045 N Loop Dr Ste A, El Paso, TX 79915, United States","Diego De la Mora, MD",Village Medical at Walgreens - Mission Valley,0.97,Provider profile is on Village Medical site; same phone and address group indicates provider practices at this Village Medical clinic,727,413.0
8061 ALAMEDA AVE EL PASO TX 79915,"8061 Alameda Ave, El Paso, TX 79915, United States","Dr. Jose Luna Jr, MD",Centro San Vicente,0.9,Same address group and phone number as Centro San Vicente,499,379.0
8061 ALAMEDA AVE EL PASO TX 79915,"8061 Alameda Ave, El Paso, TX 79915, United States","Dr. Cesar E. Maldonado, MD",Centro San Vicente,0.95,Shares sanvicente.org website and phone with Centro San Vicente,503,379.0
8061 ALAMEDA AVE EL PASO TX 79915,"8061 Alameda Ave, El Paso, TX 79915, United States","Dr. Ulysses J. Urquidi, MD",Centro San Vicente,0.95,Shares sanvicente.org website and phone with Centro San Vicente,729,379.0
8061 ALAMEDA AVE EL PASO TX 79915,"8061 Alameda Ave, El Paso, TX 79915, United States","Dr. Emma S. Viado, MD",Centro San Vicente,0.9,Same address group and phone number as Centro San Vicente,736,379.0
8061 ALAMEDA AVE EL PASO TX 79915,"8061 Alameda Ave, El Paso, TX 79915, United States","Dr. Angela S. Jones-Allen, MD",Centro San Vicente,0.9,Same address group and phone number as Centro San Vicente,738,379.0
8061 ALAMEDA AVE EL PASO TX 79915,"8061 Alameda Ave, El Paso, TX 79915, United States",Beltran Celina R MD,Centro San Vicente,0.95,Shares sanvicente.org website and phone with Centro San Vicente,745,379.0
815 YANDELL DR EL PASO TX 79902,"815 Yandell Dr, El Paso, TX 79902, United States","Dr. Maria V. Spurbeck, MD",Jose Roman Memorial Clinic,0.92,"Provider and clinic share the same address group and identical phone number, suggesting the provider practices at this clinic.",1086,31.0
8269 N LOOP DR EL PASO TX 79907,"8269 N Loop Dr, El Paso, TX 79907, United States","Dr. Blas A. Miranda, MD",Candelaria Medical Center,0.9,"Provider and clinic share the same phone number and address group, suggesting the provider practices at the medical center.",496,352.0
840 E REDD RD BLDG 2 EL PASO TX 79912,"840 E Redd Rd Bldg 2, El Paso, TX 79912, United States",Dr. Juan Perez,"El Paso Wellness and Healthcare Center, P.A. Juan R Perez, M.D. WEST",0.9,"Same address group; clinic record includes Juan R Perez, M.D. and matches the provider name/phone pattern.",640,540.0
8500 BOEING DR EL PASO TX 79925,"8500 Boeing Dr, El Paso, TX 79925, United States","Dr. Gerardo J. Moreira, MD",CHAMPS CLINIC EMERGENCE HEALTH,0.88,"Provider shares the same phone number (915-629-2665) as CHAMPS CLINIC EMERGENCE HEALTH, indicating affiliation.",558,538.0
855 ANTHONY DR ANTHONY NM 88021,"855 Anthony Dr, Anthony, NM 88021, United States",Dr. Claudio Perez-Ledezma,La Clinica de Familia - Anthony Medical,0.86,"Provider shares phone number (575) 882-5706 with La Clinica de Familia - Anthony Medical, indicating affiliation",1373,1340.0
8623 N LOOP DR EL PASO TX 79907,"8623 N Loop Dr, El Paso, TX 79907, United States",Kingsway Medical Center (DOT PHYSICALS Location) - Dr. Adekunle Adedeji,Kingsway Medical Center,0.9,Same phone/website domain and explicitly labeled as a Kingsway Medical Center location.,502,470.0
900 CHELSEA ST EL PASO TX 79903,"900 Chelsea St, El Paso, TX 79903, United States","Dr. Jaime R. Gomez, MD",El Paso Colon & Rectal Clinic,0.93,Shared address group and matching phone number (915) 544-4042 suggests provider practices at this clinic.,330,319.0
