address_norm,address_raw,provider_name,clinic_name,confidence,evidence,provider_row_index,clinic_row_index
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States","Dr. Lorenzo B. Aragon, MD",Texas Tech Family And Community Medicine - El Paso Family Medicine Clinics,0.86,Website points to TTUHSC family medicine faculty; best match is Texas Tech Family and Community Medicine clinic listing,315,294.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States",Dr. Jaime I. Jaraba,Texas Tech Physicians of El Paso at Kenworthy,0.74,Shares main clinic phone (915-215-5500) and TTUHSC site; aligns with Texas Tech Physicians Kenworthy location,773,129.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States",Katherine Hartl,Texas Tech Physicians of El Paso at Kenworthy,0.7,Shares main phone (915-215-5500); likely affiliated with the Kenworthy Texas Tech Physicians location,783,129.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States","Dr. Oscar A. Noriega, MD",Texas Tech Physicians of El Paso at Kenworthy,0.74,Texas Tech affiliation (ttuhsc.edu) and same address group; best match is the Kenworthy Texas Tech Physicians location,787,129.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States",Texas Tech Family Practice: Lopez Hector M MD,Texas Tech Family And Community Medicine - El Paso Family Medicine Clinics,0.62,Label 'Texas Tech Family Practice' suggests family medicine; best match is the Texas Tech Family and Community Medicine clinic entity,788,294.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States","Dr. Navkiran K. Shokar, MD",Texas Tech Family And Community Medicine - El Paso Family Medicine Clinics,0.68,Physician in same family medicine address group; best matching clinic entity is Texas Tech Family and Community Medicine,789,294.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States",Castellon Danelia MD,Texas Tech Family And Community Medicine - El Paso Family Medicine Clinics,0.68,Shares phone (915-757-3178) with another family-medicine-coded provider in group; best match is Texas Tech Family and Community Medicine clinic entity,791,294.0
9963 ALAMEDA AVE A SOCORRO TX 79927,"9963 Alameda Ave A, Socorro, TX 79927, United States","Dr. Adrian O. Ugarte, MD",Medicine Clinic,0.92,Provider shares the same phone number as the clinic at this address.,831,813.0
9999 KENWORTHY ST B EL PASO TX 79924,"9999 Kenworthy St B, El Paso, TX 79924, United States",Dr. Roger Bidondo Gil,Northeast Medical Plaza,0.6,Only clinic-like entity at this address is 'Northeast Medical Plaza'; likely the building/location for providers,327,766.0
9999 KENWORTHY ST B EL PASO TX 79924,"9999 Kenworthy St B, El Paso, TX 79924, United States",Dr. Jaime Quesada,Northeast Medical Plaza,0.6,Only clinic-like entity at this address is 'Northeast Medical Plaza'; likely where the provider practices at this address,780,766.0
9999 KENWORTHY ST STE 1000 EL PASO TX 79924,"9999 Kenworthy St STE 1000, El Paso, TX 79924, United States","John Perry Thomas, III, MD",WellMed at Kenworthy,0.92,Same address group and same phone number; provider profile hosted on WellMed site associated with the Kenworthy location.,519,292.0
EL PASO TX 79902,"El Paso, TX 79902, United States",Hernandez Jesus A MD,,0.6,No clinic/facility record listed for this address group; only individual MDs sharing the same phone/address,658,
EL PASO TX 79902,"El Paso, TX 79902, United States",Tune John M MD,,0.6,No clinic/facility record listed for this address group; only individual MDs sharing the same phone/address,659,
EL PASO TX 79905,"El Paso, TX 79905, United States",Villarreal Jorge MD,Alameda\El Paso Dr,0.55,Only apparent clinic/facility-like record at the same address; provider likely practices there.,361,1041.0
